"","D01T02","D03","D05T06","D07T08","D09","D10T12","D13T15","D16","D17T18","D19","D20","D21","D22","D23","D24","D25","D26","D27","D28","D29","D30","D31T33","D35","D36T39","D41T43","D45T47","D49","D50","D51","D52","D53","D55T56","D58T60","D61","D62T63","D64T66","D68","D69T75","D77T82","D84","D85","D86T88","D90T93","D94T96","D97T98","HFCE","NPISH","GGFC","GFCF","INVNT","CONS_ABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"DOM_94T96",2.5,0.4,0,5.2,0,8.6,0.9,0.4,3.2,2.2,3.2,0.6,0.7,0.8,3.2,0.5,1.4,0.5,1.9,0.7,0.7,1.1,0.7,0.1,2.2,21.7,1.5,1.6,1.3,1.1,0.5,39.3,10.3,18.1,7.3,28.3,2.7,34.5,7.3,51.3,4.5,13.1,18.5,13.2,0,1110.6,262.6,91.6,22.8,-0.1,0,16.6,13,0,1834.6
"DOM_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMP_01T02",32.8,0.8,0,0.1,0,148.3,0.4,2.1,1.2,0.1,0.2,0,0.3,0.1,0.1,0,0,0,0,0,0,0.2,0.2,0,1.1,0.5,0.1,0.4,0.1,0.3,0,8.8,0,0,0,0.1,0,0.1,0.1,0.5,0.5,0.2,0.7,1.7,0,163.8,0,8.9,12.9,0,6,0,0,394.2,0
"IMP_03",0.2,0.3,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.1,0,0.4,0,0,6.8,0
"IMP_05T06",1.3,0.5,2.8,2.4,0,12.6,0.3,0.1,0.9,1562.9,13.7,3.8,0.5,10,27.5,0.3,0.1,0.1,0.2,0,0,0.1,55.5,0,1.1,1.9,7.2,4.2,0.7,0.3,0,0.8,0.1,0.1,0.2,0.5,0.1,0.9,1,0.2,0.2,0.2,0,0.2,0,140.1,0,0,4.1,0,0.5,0,0,1860.4,0
"IMP_07T08",4,0,0.1,43.5,0,2.1,0.1,0.1,0.3,0.9,4.2,0,1.2,14.7,49.1,4,0.5,0.5,1.2,0,0.1,1.1,0.4,0,28.3,0.9,0.1,0.1,0,0.1,0,0.5,0.1,0,0,0.3,0,2.4,0.4,0,0,0.1,0.4,0.6,0,3.6,0,0,0.3,0,0.2,0,0,166.6,0
"IMP_09",0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,2.1,0,0,0,0,2.7,0
"IMP_10T12",33.7,25,0.1,1,0,75.2,1.1,0.1,0.6,0.9,2.6,0.6,0.8,0.4,0.7,0.2,0,0,0.1,0,0.1,0.2,0.1,0.1,2.6,3.6,0.8,1.7,0.2,0.2,0,37.7,0.2,0.2,0.1,0.8,0.3,0.6,1,1,0.7,1.7,1.2,1.1,0,675.6,0,5,4.7,0,26.6,0,0,911.4,0
"IMP_13T15",2.7,9.8,0,1.1,0,4.5,59.3,0.2,4.9,0.5,2.1,0.2,10.1,1.1,0.6,0.5,0.2,0.1,0.5,0,0.2,10.1,0.1,0.1,30,5.9,1.8,3.7,0.9,0.6,0.2,10.6,0.7,0.2,0.1,3.9,0.1,1.2,3,2.1,0.5,4,7.8,5.8,0,777.6,0,0,7.1,0.1,17.1,0,0,994.3,0
"IMP_16",4.2,1.3,0,0.2,0,4.2,0,8.7,3.3,0.1,0.5,0,0.1,0.2,0.1,0.1,0,0,0,0,0.1,4.4,0.1,0,34.2,11.4,2.1,0.6,0.5,0.1,0,0.1,0.3,0.1,0,1.3,0,0.1,0.2,0.2,0,0.1,0.1,0.5,0,4.3,0,0,3.3,0,1.3,0,0,88.4,0
"IMP_17T18",2.5,2.3,0.1,1.6,0,43.2,1.1,1.2,55.6,5.7,11,3.3,1.8,5.1,0.6,0.5,0.4,0.2,0.4,0,0.2,0.6,0.3,0,6.4,40.6,6.8,1.7,1.4,4.6,0.6,2.9,23.8,8.1,1,7.4,1.3,12.8,6.7,2.1,3.5,1.2,1,4.5,0,153.7,0,0.1,3.7,0,3.4,0,0,436.9,0
"IMP_19",41.5,14.2,0.3,13.4,0,13.6,1.1,1.1,3,16.8,11.2,0.2,5.2,6,8.5,0.9,0.2,0.2,0.4,0,0.2,1.1,2.7,0.2,18.2,21.5,162.1,37.8,20.2,1.2,0.2,3.4,0.6,0.7,0.3,1.3,0.8,9.2,16.8,3.4,1.3,4.7,1.6,2.5,0,276.1,0,0.1,1.2,0,10.5,0,0,737.2,0
"IMP_20",131.7,4.3,1.1,54.4,0,61.9,12.6,7.2,20.2,32,136.6,2.3,75.4,14.3,30.1,5.4,1.1,0.9,2.5,0,0.5,7.7,2.1,0.8,76.2,35.8,20,3.4,1.8,2.1,0.4,6.1,4.7,1.3,0.9,6.5,2.8,12.6,20,5.1,6,27.1,14.9,14.4,0,557.7,0,0.1,6.3,0,3.9,0,0,1435,0
"IMP_21",4.7,1.6,0,1.4,0,2.9,0.2,0.1,0.4,0.6,4.6,16.6,0.8,0.4,0.9,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,1.6,1.3,0.5,0.1,0.1,0.1,0,0.2,0.2,0.2,0.1,0.4,0.1,0.7,0.6,0.9,0.2,3.4,0.2,0.4,0,84.9,0,0.1,2.6,0,2.8,0,0,137.4,0
"IMP_22",23.1,9.9,0.1,10.5,0,41.3,3.2,0.6,3.9,6,18.7,2.1,27.4,2.9,4.9,3.1,0.8,0.6,1.2,0.1,1.5,3.6,1,0.1,47.5,79,61.4,2.1,2,0.6,0,1.5,1.2,2.2,1.7,2.1,0.3,5.7,8.6,1.5,0.5,4.2,0.2,4.1,0,141,0,0,16.1,0.2,0.2,0,0,550.4,0
"IMP_23",1.3,0.1,0.1,2.8,0,11.4,0.1,0.5,0.2,0.4,2.3,0.2,0.5,29.7,2.9,0.8,1.5,1.1,0.3,0,0.2,0.6,0.5,0,119,14.8,1.7,0.3,0.1,0,0.1,1.1,0.1,0.6,0.1,0.2,0,1.6,0.3,0.3,0.1,0.3,0.2,0.4,0,28.9,0,0.1,5.3,0,0.1,0,0,233.6,0
"IMP_24",2.8,0.9,0.7,10.9,0,11,0.2,0.3,1,5.4,4,0.1,4.7,2.7,112.4,58,1.9,3,16.2,2.2,6.4,9,0.7,0.1,137.8,4.1,2.2,0.6,0.3,0.3,0.1,0.1,0.5,0.4,0.1,0.3,0.2,10.7,16.1,0.3,0.1,0.3,0.1,0.3,0,9.5,0,0,9.7,0.1,0.2,0,0,449.1,0
"IMP_25",4.1,3.3,0.4,18.5,0,25.9,1,0.6,3.3,12.5,3.9,0.1,4.9,2.2,14.8,8,1,0.8,3.2,0.2,2.1,3,2.3,0.1,185.3,34.5,6.9,1.1,2.3,2,0.1,2,0.5,1.5,0.5,0.8,0.6,1.8,6.8,2,0.5,1.8,0.6,2.3,0,94.5,0,0,92.2,0.3,0.3,0,0,557.3,0
"IMP_26",1.9,1.6,0.2,3.8,0,1.7,0.3,0.1,0.5,0.7,1.1,0.1,0.7,0.4,1.8,0.2,3.6,0.5,0.6,0.1,0.2,0.4,0.8,0.1,6.3,37,4.3,1,1.7,0.9,0.7,0.3,0.7,10.7,6.1,1.8,0.6,4,4,9.1,0.5,8.7,0.2,0.5,0,339.9,0,6,94,0.3,5.3,0,0,566.1,0
"IMP_27",5.2,9.2,0.3,8.1,0,3.2,0.2,0.3,1.2,2.2,2.4,0.3,1.2,1.7,6.7,0.7,4.7,5.2,10.6,0.1,0.5,2,8.2,0.4,80.4,171.9,11.1,3.3,1.7,1.5,0,0.2,2.5,14.8,6.4,0.5,2.9,11.1,19.8,8.7,0.6,18.8,0.3,2.7,0,300,0,2,265.6,0.3,2.6,0,0,1004.5,0
"IMP_28",15.3,19.7,2.8,83.2,0.7,26.2,1.6,2.2,13.3,25.4,13.4,0.2,11.3,14.6,53.3,5.1,2.5,1.9,16.4,0.3,8.2,10.9,11.8,0.7,126.3,289.6,41.5,11.1,28,7.7,0,0.6,2,6.9,19.8,6.3,2,29.2,58.7,38.9,1.6,7.1,4.6,0.9,0,429.4,0,0.1,1311.2,0.9,0.3,0,0,2766,0
"IMP_29",0.7,0.6,0.1,6.8,0,1.3,0.2,0.1,0.3,0.7,0.5,0,0.4,0.5,1.1,0.2,0.2,0.2,0.4,29.7,0.3,0.3,0.3,0,5,7.7,1.6,0.4,0.4,0.2,0,0.1,0.1,0.4,0.4,0.4,0.1,0.9,1.6,2,0.1,0.4,0.1,0.1,0,1000.7,0,0.1,467.4,106.6,2.9,0,0,1644.6,0
"IMP_30",2.1,12.9,0.3,2.5,0,0.4,0,0,0.2,0.3,0.2,0,0.1,0.1,2,0.1,3.4,2,0.4,5.1,9.1,0.7,0.2,0,5.5,67.6,22.2,50.6,94,1.7,0,0,0.1,0.3,0.3,0.1,0,4.2,13.3,34.8,0,0.2,0.2,0.1,0,43.2,0,0,419.8,0.1,0.1,0,0,800.8,0
"IMP_31T33",1.3,1.4,0.2,3.8,0,4,0.9,0.4,1,1,1.2,0.6,0.9,0.8,3.3,0.4,0.2,0.1,0.3,0.1,0.2,1.7,1.5,0,12.1,7.4,5.2,1.1,1.3,1.5,0.1,1.4,0.8,4.2,0.5,3.2,0.3,3,4.2,1.8,1.2,1.4,0.6,1.8,0,161.1,0,0.4,35,0.2,13,0,0,288.2,0
"IMP_35",0.9,0.1,0,2,0,1.2,0.1,0.1,0.5,0.6,0.3,0,0.2,0.5,2.1,0.1,0,0,0.1,0.1,0,0.1,9.3,0,0.6,2.4,0.5,0.1,0.1,0.2,0,0.5,0.1,0.4,0.2,0.5,0.4,0.6,0.5,0.7,0.2,0.3,0,0.1,0,12.9,0,0,1.6,0,0.3,0,0,41.7,0
"IMP_36T39",0.1,0,0,0.1,0,0.2,0,0,0.1,0.1,0.1,0,0.1,0,0.3,0,0,0,0,0,0,0,0,0,0.4,0.5,0.1,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,0.1,0,0,0,0,0,0,1.5,0,0,1,0,0.1,0,0,5.8,0
"IMP_41T43",0.2,0.1,0,0.3,0,0.3,0,0,0.1,0.1,0.1,0,0.1,0.2,0.3,0,0,0,0.1,0,0,0.1,0.1,0,1.3,1.3,0.3,0.1,0.1,0.1,0,0.1,0,0.2,0.1,0.2,0,0.3,0.3,0.1,0,0.1,0,0,0,2.7,0,0,3.2,0,0.6,0,0,13.4,0
"IMP_45T47",52.5,19.3,1,32.8,0.1,75,14.9,3.8,15.8,44.4,36.2,6.1,22.8,13.1,25.5,7.3,2.9,2.1,6.4,4,3.2,8,5.7,0.4,118.4,123.2,51.7,15.9,18.6,4.5,0.5,16.2,5.9,10,7,7.8,2.2,21.2,28.6,15.8,3.4,14,5.9,7.6,0,907.3,0.3,3.8,360.6,11.8,36,0,0,2201.8,0
"IMP_49",15.3,4.7,0.4,13,0,24.1,2.2,2.5,6,22,9.8,1,5.1,7,10.9,3.2,0.7,0.6,1.8,0.3,1,2.1,3.6,0.1,35.5,58.5,16.4,8.2,5.1,1.9,0.5,3.6,1.7,1.7,1.3,2.9,0.5,4.8,7.8,3.6,0.9,2.9,1.2,1.9,0,235.7,0,0.8,68.7,0.1,60.2,0,0,663.9,0
"IMP_50",2.3,4.2,2,30,0,40.1,0.4,4.7,2.3,2.6,51.8,0.1,0.3,7.8,10.3,2.5,0.1,0,0.1,0,1.8,0.4,1.4,0,4,67.4,19,305.8,4.3,0.7,0.1,0.6,0.1,0.1,0.4,0.1,0,0.9,2.6,0.6,0,0.3,0.1,0.1,0,24.7,0,0.1,6.4,0,8.5,0,0,612.1,0
"IMP_51",3.3,7.6,1.1,1.6,0,4.5,0.7,0.3,0.8,2.2,2.2,0.4,1,0.8,1.4,0.6,0.3,0.1,0.4,0,0.2,0.4,0.9,0.1,6.7,32.6,6.5,2.3,20.2,3,2.8,1.2,0.5,3.1,2.5,5.2,0.4,10.5,3.2,10.8,0.9,0.6,9.8,0.1,0,156.8,0,0,5,0,30.5,0,0,345.9,0
"IMP_52",3.1,1.8,0.1,3.8,0,10.8,0.8,0.7,1.9,3.8,3.9,0.7,1.5,1.7,3.6,0.8,0.3,0.2,0.6,0.1,0.4,0.5,1,0,7.8,49.9,21.6,20.8,12.7,10.2,0.4,0.9,0.4,0.9,0.5,0.4,0.1,1.7,1.7,1,0.2,1.2,0.5,0.7,0,67,0,0.2,19.2,0.1,2.3,0,0,264.2,0
"IMP_53",0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0.6,0,0,0.4,0,0.9,0,0,3.2,0
"IMP_55T56",0.1,0.1,0,0.1,0,0.2,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.3,0.4,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0.5,0.1,0.1,0,0,0,0,0,3,0,0,0.5,0,215,0,0,221.4,0
"IMP_58T60",0.8,0.5,0.1,0.5,0,3.1,0.5,0.1,0.5,0.3,1.2,0.4,0.4,0.4,0.4,0.1,0.2,0.1,0.2,0.7,0,0.2,0.4,0.1,0.9,14.1,1.8,0.6,0.7,2.1,0.6,1.1,4.4,10.5,11.8,8,1.5,43.1,22.3,2,2.4,0.7,0.3,1.4,0,75.6,3.9,0.3,4,0,4,0,0,229,0
"IMP_61",0.3,0.2,0,0.2,0,0.5,0.1,0,0.1,0.1,0.2,0,0.1,0.1,0.2,0.1,0,0,0,0,0,0.1,0.1,0,0.5,2.5,0.5,0.2,0.2,0.4,0,0.4,0.2,12,1,1.5,0.1,2.1,1.2,0.5,0.3,0.3,0,0.2,0,32.3,0,0,1.3,0,9.3,0,0,69.4,0
"IMP_62T63",1.1,0.1,0,3.6,0,8.2,0.6,0.4,0.6,3.4,3.7,0.9,0.2,0.9,2.5,0.7,0.3,0.1,0.1,0,0.1,0.6,0.5,0.1,1.1,13.8,0.7,0.5,1.2,1.4,0.1,1.1,1,4.3,9.1,15.4,0.4,11.4,4.9,5.6,0.4,0.9,0.5,0.3,0,21.7,0,2,55.8,0.1,0.5,0,0,182.8,0
"IMP_64T66",11,6.1,0.3,9.2,0,17.2,1.3,1.2,3.7,15.4,6.1,0.6,2.3,3,6.9,1.3,0.7,0.3,0.5,0,0.4,1.1,4.1,0.5,19.3,43.2,12.3,3.2,3.2,6.1,0.3,6.7,2.3,10.3,3.4,74.4,8.8,15.4,23.8,6,4.4,5,1.7,1.5,0,140,0,5.9,0.8,0,13.1,0,0,504.3,0
"IMP_68",0.6,0.1,0,0.3,0,2.3,0.3,0.1,0.3,1,0.4,0,0.2,0.1,0.2,0.1,0.1,0,0.1,0,0,0.4,0.3,0,3.6,14.5,2.5,0.5,0.5,1.4,0.1,4.2,0.7,2.1,0.9,4.8,1.4,6,2.8,0.4,1.8,1.5,0.3,1.4,0,4.9,0,0,1.6,0,34.6,0,0,99.4,0
"IMP_69T75",6.2,1.6,0.6,8.3,0.8,16.9,1.6,0.9,1.2,4.4,7,1.1,2,2.3,10.8,1.1,0.5,0.3,0.8,1.9,0.2,0.9,3.4,0.6,16.8,33.9,2.9,0.8,2.4,2.3,1.2,5,2.6,13.6,5.8,12.7,3.6,33.7,12.5,2,2.7,3.8,1,1.9,0,28.6,0,2.1,34.5,0,5.9,0,0,307.8,0
"IMP_77T82",12.6,7.1,0.1,7,0,5.5,0.3,0.3,0.7,1.4,2.5,0.1,0.6,1.1,4.7,0.2,0.3,0.1,0.2,0,0.1,0.6,1.5,0.3,19.3,27.3,9.6,7.2,6.1,4.4,0.6,6.2,1.4,15.8,3.7,12.1,1.4,12.9,16,6.4,1.8,1.8,1.2,0.7,0,40.3,0,0,2,0,7.3,0,0,252.8,0
"IMP_84",0.6,0.1,0,2.6,0,0.9,0.1,0.1,0.2,0.3,0.5,0.1,0.2,0.4,2.8,0.3,0.1,0,0.1,0,0,0.1,0.1,0,1.7,2.2,0.6,0.4,0.2,0.2,0,0.2,0.2,0.3,0.3,0.6,0.1,1.8,0.5,0.2,0.1,0.1,0.1,0.1,0,8.3,0.1,0.2,3.9,0.1,4.6,0,0,37,0
"IMP_85",0.1,0,0,0.1,0,0.2,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.4,0.1,0,0,0,0,0,0.1,0.1,0.1,0.2,0,0.4,0.2,0.1,0,0,0,0,0,1.3,0,0,2.7,0,40.4,0,0,47.2,0
"IMP_86T88",0.1,0.1,0,0.1,0,0.2,0.1,0,0,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0.3,0.4,0.1,0.1,0,0,0,0.1,0,0.1,0.1,0.1,0,0.2,0.2,0.1,0,0,0,0,0,2,0,0,0.8,0,10.2,0,0,15.8,0
"IMP_90T93",0.1,0.1,0,0.1,0,0.2,0,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.4,0.5,0.1,0.1,0.1,0.1,0,0.2,3.6,0.2,2.4,0.3,0,25.6,0.4,1.6,0,0,1.3,0.2,0,42.5,2.3,2.9,0.3,0,22.7,0,0,108.9,0
"IMP_94T96",0.3,0.1,0,0.2,0,0.7,0.1,0,0.1,0.1,0.3,0.1,0.2,0.1,0.2,0,0,0,0,0,0,0.1,0.1,0,0.9,1.4,0.3,0.1,0.1,0.1,0,0.3,0.1,0.2,0.1,0.3,0.1,0.5,0.3,0.1,0.1,0.1,0.1,0.1,0,6.4,0,0.1,1.9,0,10.8,0,0,27.5,0
"IMP_97T98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TXS_IMP_FNL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,0,0,24.4,0
"TXS_INT_FNL",184,78.1,2,78.2,0.3,315.9,22.7,10.8,28.1,77.3,57.9,22.4,26.2,32,76.9,10,5.2,3.8,8,12.6,3.2,11.4,54,1.7,178.2,244.3,392,145,65.8,15.5,2.6,84.7,15,52.7,14.4,45.8,30.8,83.2,76,41.6,16.5,14.7,13.5,17.4,0,3640.7,10.7,-216,899.6,0,0,285.6,0,0,7292.8
"TTL_INT_FNL",3229.4,984.7,80.4,3078.8,29.7,6689.1,386.5,527.1,805.1,2827.1,1555.5,278,700.6,812.3,5181.3,786.3,138.1,112.8,306.6,110.1,115.8,383.7,1092.6,44,5616,6584.7,2958.2,1697.7,759.3,518.1,102.1,1436.3,449,1954.9,640.1,2240.6,839.8,3061.8,1958,886.1,455.4,680.1,307.7,430.6,0,48689.3,537.8,9404.8,16262.3,753,639.7,1163.2,22913.6,22311.5,186507.3
"VALU",3476.9,766.6,86.7,4838.1,31,2580.7,814.8,781.8,1669.9,44.4,808.9,182.7,236.3,331.2,4557,508.5,128.7,35.5,188.2,38.4,70.4,350.4,1314.9,367.3,3816.2,6518.1,2790.1,156.6,768.9,1279.3,127.6,959.1,252.5,1300,890.5,3611.5,6243.5,3383.7,1625.3,3799.2,4111.5,3152.8,359.9,1404,0,0,0,0,0,0,0,0,0,0,70759.5
"OUTPUT",6706.4,1751.3,167.1,7917,60.8,9269.7,1201.3,1308.9,2475,2871.5,2364.4,460.7,936.8,1143.5,9738.2,1294.7,266.8,148.3,494.8,148.5,186.1,734.1,2407.5,411.3,9432.1,13102.8,5748.3,1854.3,1528.2,1797.5,229.7,2395.4,701.4,3254.9,1530.6,5852.1,7083.3,6445.6,3583.3,4685.3,4566.9,3832.9,667.6,1834.6,0,0,0,0,0,0,0,0,0,0,134591.6
